id	harness	dom	kind	verdict	detail	pass
334	aider	other	feat	annotated	模型 | catwalk 目录（ETag+内嵌快照）+fantasy	dedup-l
335	aider	other	feat	boundary	IDE/编辑器/营销面	dedup-l
336	aider	other	feat	annotated	会话 | **session 树**（每条目 parentId+可动	dedup-l
337	aider	other	other	noise	prose-fix: Improved error handling for EOF CtrlD in	rule
338	aider	other	fix	noise	hex color internal	manual
339	aider	other	other	noise	prose-fix: Improved SSL verification control for model information	rule
340	aider	other	other	noise	empty response warning internal	manual
341	aider	other	other	noise	aider% meta internal	manual
342	aider	other	feat	noise	titleline: Thinking support coming soon.	rule
343	aider	other	fix	noise	/editor bugfix internal	manual
344	aider	other	feat	annotated	执行 | **bash tree-sitter 权限分析**：给出具	dedup-l
345	aider	other	feat	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	dedup-l
346	aider	other	fix	noise	marketing: Prevent more than one cache warming thread	rule
347	aider	other	feat	boundary	IDE/编辑器/营销面	dedup-l
348	aider	other	fix	boundary	chat-platform: Bugfix for multi-line inputs which should not	rule
349	aider	other	other	noise	aider% meta internal	manual
350	aider	other	other	boundary	use_temperature — their config	manual
351	aider	other	other	noise	path noise internal	manual
352	aider	other	fix	noise	titleline: Bugfix for --timeout	rule
353	aider	other	fix	noise	/model report internal	manual
354	aider	other	perf	dup	watch ignores top dirs — watcher已有	manual
355	aider	other	other	noise	watch limits internal	manual
356	aider	other	other	noise	prose-fix: Improved .gitignore handling:	rule
357	aider	other	other	dup	honor ignores — ignore已有	manual
358	aider	other	other	noise	titleline: Check for .env only when the file	rule
359	aider	other	other	boundary	All/Skip alias — their UI	manual
360	aider	other	other	noise	aider% meta internal	manual
361	aider	other	feat	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	dedup-l
362	aider	other	other	noise	turn order R1 internal	manual
363	aider	other	other	noise	model-catalog: Case-insensitive model name matching while preserving origin	rule
364	aider	other	other	noise	turn order harden internal	manual
365	aider	other	other	noise	aider% meta internal	manual
366	aider	other	other	dup	--model shortcut — 模型快参已有	manual
367	aider	other	feat	boundary	chat-platform: Added --line-endings for file writing by Titusz	rule
368	aider	other	fix	noise	lint/test turn internal	manual
369	aider	other	feat	noise	titleline: Added read-only file announcements.	rule
370	aider	other	fix	noise	repomap indices internal	manual
371	aider	other	other	noise	aider% meta internal	manual
372	aider	other	feat	noise	prose-fix: Streaming automatically turns of for model that	rule
373	aider	other	feat	noise	pretty output internal	manual
374	aider	other	other	boundary	bare commands mode switch — their product	manual
375	aider	other	other	noise	titleline: Increased default size of the repomap.	rule
376	aider	other	other	noise	aider% meta internal	manual
377	aider	other	other	dup	watch subtree-only — watcher已有	manual
378	aider	other	other	noise	watch files prompting internal	manual
379	aider	other	feat	boundary	uv install — their product	manual
380	aider	other	other	noise	prose-fix: Better error handling when interactive commands are	rule
381	aider	other	other	noise	prose-fix: Display read-only files with abs path if	rule
382	aider	other	fix	noise	titleline: Bugfix for auto-suggest.	rule
383	aider	other	other	boundary	AI comments hints — their product	manual
384	aider	other	other	noise	aider% meta internal	manual
385	aider	other	other	dup	watch files improvements — watcher已有	manual
386	aider	other	other	boundary	AI? comments — their product	manual
387	aider	other	other	noise	watch all files internal	manual
388	aider	other	other	boundary	AI comments — their product	manual
389	aider	other	other	noise	prose-fix: Disabled auto-complete in Y/N prompts.	rule
390	aider	other	other	noise	aider% meta internal	manual
391	aider	other	other	noise	mp4 noise internal	manual
392	aider	other	other	noise	username noise internal	manual
393	aider	other	other	noise	titleline: Aider works with LLM web chat UIs.	rule
394	aider	other	feat	dup	/copy-context——context_map/session_export 已覆盖	dedup-l
395	aider	other	other	noise	titleline: Control-D now properly exits the program.	rule
396	aider	other	fix	noise	watch no tree-sitter internal	manual
397	aider	other	feat	noise	docs: Added docstrings for all Coders.	rule
398	aider	other	other	noise	sys.python upgrade internal	manual
399	aider	other	other	noise	aider% meta internal	manual
400	aider	other	other	noise	titleline: Use aider in your IDE or editor.	rule
401	aider	other	feat	dup	watch-files instructions — watcher已有	manual
402	aider	other	other	boundary	AI comments — their product	manual
403	aider	other	other	boundary	AI! comments — their product	manual
404	aider	other	feat	boundary	IDE/编辑器/营销面	dedup-l
405	aider	other	other	boundary	--read ~ expand — their CLI	manual
406	aider	other	other	noise	aider% meta internal	manual
407	aider	other	other	noise	mp4 noise internal	manual
408	aider	other	feat	annotated	prompt history 200 帽 | **候选（薄）**：输	dedup-l
409	aider	other	other	dup	input history file perms — 权限已有	manual
410	aider	other	other	boundary	ide: Removed spurious warning about disabling pretty in	rule
411	aider	other	fix	noise	URL scrape internal	manual
412	aider	other	other	noise	version import errors internal	manual
413	aider	other	feat	noise	/drop substring internal	manual
414	aider	other	fix	noise	titleline: Bugfix to --alias.	rule
415	aider	other	other	noise	aider% meta internal	manual
416	aider	other	feat	annotated	执行 | **LLM 判环检测**（模式+诊断模型双段，置信度自适应	dedup-l
417	aider	other	feat	annotated	M58 glob/路径穿越 | **已有**——自有文件面全限定（f	dedup-l
418	aider	other	other	noise	suggest files internal	manual
419	aider	other	other	boundary	/editor prefill — their product	manual
420	aider	other	other	noise	docs: Improved handling of UnknownEditFormat exceptions with helpf	rule
421	aider	other	other	noise	aider% meta internal	manual
422	aider	other	feat	noise	pr-meta: Added /editor command to open system editor	rule
423	aider	other	feat	annotated	conversation tags/归档、上下文用量表+手动压缩、p	dedup-l
424	aider	other	feat	annotated	模型 | LiteLLM 100+ provider+tenacit	dedup-l
425	aider	other	feat	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	dedup-l
426	aider	other	feat	annotated	执行 | 沙箱 beta（写限 project+temp+依赖目录；	dedup-l
427	aider	other	other	noise	prose-fix: Improved error handling and code formatting.	rule
428	aider	other	other	annotated	7. secret redaction 是否误伤合法内容+错误堆栈/me	dedup-l
429	aider	other	other	boundary	--read recursive — their CLI	manual
430	aider	other	feat	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	dedup-l
431	aider	other	other	noise	username noise internal	manual
432	aider	other	feat	annotated	**缺口小结**: 可迁移 = **LLM 判环检测**、trust-g	dedup-l
433	aider	other	other	noise	prose-fix: Improved prompting for the users preferred chat	rule
434	aider	other	other	noise	model/provider line: Improved handling of LiteLLM exceptions.	rule
435	aider	other	fix	noise	token double-count internal	manual
436	aider	other	fix	annotated	执行 | `auto` 模式分类器自动批准（后台安全检查） | ❌	dedup-l
437	aider	other	other	noise	leaderboard meta internal	manual
438	aider	other	other	noise	model/provider line: Launch with --haiku to use it.	rule
439	aider	other	other	noise	marketing internal	manual
440	aider	other	other	boundary	saas-web: Use the web apps copy response button	rule
441	aider	other	other	noise	marketing internal	manual
442	aider	other	fix	boundary	IDE/编辑器/营销面	dedup-l
443	aider	other	other	noise	aider% meta internal	manual
444	aider	other	other	dup	slash-commands files — 命令文件已有	manual
445	aider	other	feat	annotated	输入 | TUI composer：`@`文件、`!`shell 直	dedup-l
446	aider	other	other	dup	/load replay commands — 命令重放已有	manual
447	aider	other	feat	dup	/load arbitrary commands — 命令重放已有	manual
448	aider	other	other	dup	--load commands on launch — 启动命令已有	manual
449	aider	other	feat	boundary	sorted filenames — their UI	manual
450	aider	other	feat	annotated	prompt history 200 帽 | **候选（薄）**：输	dedup-l
451	aider	other	other	annotated	agent 驱动内置浏览器 | 同构（browser 工具族已配置即	dedup-l
452	aider	other	other	noise	docs: Offer to open documentation URLs when errors	rule
453	aider	other	perf	noise	prose-fix: Better handle corrupted repomap tags cache.	rule
454	aider	other	feat	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	dedup-l
455	aider	other	fix	annotated	M111 skill 根目录热更新 | **PARTIAL / 收窄	dedup-l
456	aider	other	other	annotated	prompt history 200 帽 | **候选（薄）**：输	dedup-l
457	aider	other	feat	dup	.env→gitignore offer — 密钥防护已有	manual
458	aider	other	other	annotated	协作 | 自定义 agents `.kiro/agents/*.{j	dedup-l
459	aider	other	other	noise	aider% meta internal	manual
460	aider	other	other	noise	/read-only internal	manual
461	aider	other	feat	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	dedup-l
462	aider	other	feat	boundary	globs /read-only — their CLI	manual
463	aider	other	other	noise	titleline: Renamed --yes to --yes-always.	rule
464	aider	other	other	annotated	可见性 | 工具名 title-case 化（"Read lines	dedup-l
465	aider	other	other	noise	editor-model check internal	manual
466	aider	other	perf	cand	--skip-sanity-check-repo 大仓启动加速档	dedup-l
467	aider	other	fix	noise	Control-C architect internal	manual
468	aider	other	other	dup	repo-map deterministic cache — 缓存已有	manual
469	aider	other	other	boundary	Architect/Editor pair — their product	manual
470	aider	other	feat	boundary	autocomplete filesystem — their UI	manual
471	aider	other	feat	noise	titleline: New settings for completion menu colors.	rule
472	aider	other	other	noise	HTTP redirects scrape internal	manual
473	aider	other	other	noise	model/provider line: ModelSettings takes extra_params dict to specify any	rule
474	aider	other	other	noise	aider% meta internal	manual
475	aider	other	feat	annotated	上下文 | memory_search/memory_get（FTS	dedup-l
476	aider	other	feat	boundary	IDE/编辑器/营销面	dedup-l
477	aider	other	other	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	dedup-l
478	aider	other	other	noise	titleline: Updated all dependency versions.	rule
479	aider	other	other	noise	aider% meta internal	manual
480	aider	other	other	noise	username noise internal	manual
481	aider	other	feat	boundary	--chat-language — their product	manual
482	aider	other	other	annotated	Help 菜单 About + Check for Updates	dedup-l
483	aider	other	other	noise	pr-meta: Renamed --models to --list-models by fry69.	rule
484	aider	other	other	noise	aider% meta internal	manual
485	aider	other	feat	boundary	/settings command — their product	manual
486	aider	other	other	noise	pip print internal	manual
487	aider	other	other	noise	errors→warnings internal	manual
488	aider	other	other	noise	titleline: Disabled built in linter for typescript.	rule
489	aider	other	feat	annotated	执行 | `auto` 模式分类器自动批准（后台安全检查） | ❌	dedup-l
490	aider	other	feat	noise	titleline: Added --update as an alias for --upgrade.	rule
491	aider	other	fix	noise	/model completions internal	manual
492	aider	other	feat	boundary	--upgrade switch — their CLI	manual
493	aider	other	fix	noise	titleline: Bugfix to --show-prompt.	rule
494	aider	other	other	dup	no auto-reply on /undo — undo 语义已有	manual
495	aider	other	other	noise	prose-fix: Removed pager from /web output.	rule
496	aider	other	other	noise	aider% meta internal	manual
497	aider	other	other	noise	prose-fix: Improved matching of filenames from S/R blocks	rule
498	aider	other	other	noise	full paths prompt internal	manual
499	aider	other	other	noise	prose-fix: Improved warnings when LLMs env variables arent	rule
500	aider	other	fix	noise	windows filenames internal	manual
501	aider	other	other	noise	aider% meta internal	manual
502	aider	other	other	annotated	agent 驱动内置浏览器 | 同构（browser 工具族已配置即	dedup-l
503	aider	other	feat	noise	titleline: Install new dependencies.	rule
504	aider	other	other	noise	titleline: Run DB migrations.	rule
505	aider	other	other	noise	titleline: Run the program to exercise changes.	rule
506	aider	other	feat	noise	tests: Run new test cases.	rule
507	aider	other	other	boundary	~ expand — their CLI	manual
508	aider	other	other	boundary	chat mode display — their UI	manual
509	aider	other	perf	noise	titleline: Reduced default multiplier to 2.	rule
510	aider	other	fix	noise	dep-bump: Bumped dependencies to pickup litellm bugfixes.	rule
511	aider	other	other	annotated	上下文 | steering `*.md`（always/fileM	dedup-l
512	aider	other	other	noise	cost estimate logic internal	manual
513	aider	other	fix	noise	metadata json internal	manual
514	aider	other	feat	annotated	`!cmd` 操作员直跑 | Claude Code bang mo	dedup-l
515	aider	other	feat	annotated	执行 | 执行模式 4 档（Ask before changes/E	dedup-l
516	aider	other	other	noise	scraper idle internal	manual
