idx	score	cluster	src	verdict	detail	pass
398	14	remote-cloud	s14	cand	remote-mcp: unreachable SSE server connect budget	manual
399	14	remote-cloud	s14	boundary	SSH remote clipboard OSC52	manual
400	14	remote-cloud	s14	boundary	URL带initial prompt开Agent Panel+terminal selection	manual
401	14	sandbox-exec	s14	dup	/clear继承当前context新会话 — session reset	manual
402	14	sandbox-exec	s14	boundary	Docker sandbox CORS remote browser	manual
403	14	sandbox-exec	s14	dup	移除legacy config aliases — config hygiene	manual
404	14	sandbox-exec	s14	cand	remote-mcp: shell-tool MCP login+capability declaration	manual
405	14	sandbox-exec	s14	boundary	SSH sandbox backend(secret-backed key/known_hosts)	manual
406	14	sandbox-exec	s14	variant	sandbox explain(有效policy检查器+fix-it keys)	manual
407	14	sandbox-exec	s14	dup	拒unsafe OAuth lifetime/retry-after/body size — parsing hardening	manual
408	14	scheduling	s14	variant	schedules锚定~/.cline/schedules vs 我方instance域	manual
409	14	scheduling	s14	dup	cron add缺agent警告 — input validation	manual
410	14	scheduling	s14	cand	outbound-webhook: cron finished-run webhook+专用token	manual
411	14	scheduling	s14	dup	isolated cron no-route approval走host fallback policy — fallback	manual
412	14	scheduling	s14	noise	gateway lazy-load discovery perf	manual
413	14	scheduling	s14	boundary	plugin SDK before_agent_start迁移	manual
414	14	scheduling	s14	noise	release窗口967 commits统计	manual
415	14	scheduling	s14	dup	cron model suggestions含defaults/fallbacks — schedule model	manual
416	14	search-index	s14	dup	custom tools要求index.ts入口 — extension discipline	manual
417	14	sessions-history	s14	dup	/effort vs /config reasoningEffort一致性 — config coherence	manual
418	14	sessions-history	s14	dup	ACP slash completion空态修复 — command surface	manual
419	14	sessions-history	s14	dup	/fork+/branch(同139) — session_rewind	manual
420	14	sessions-history	s14	boundary	AgentSessionRuntime session replacement SDK	manual
421	14	sessions-history	s14	dup	ctx.fork() position before/at — fork API	manual
422	14	sessions-history	s14	dup	agent sidebar右键/rename/per-workspace filter — C1族批4	manual
423	14	sessions-history	s14	dup	checkpoint全workspace rewind(同141) — session_rewind	manual
424	14	sessions-history	s14	boundary	dashboard-v2模块化视图	manual
425	14	sessions-history	s14	boundary	discord DAVE voice reliability	manual
426	14	sessions-history	s14	dup	git-backed session review(uncommitted review) — review surface	manual
427	14	sessions-history	s14	dup	restore三选项(task+workspace/task/workspace) — /reset scopes	manual
428	14	sessions-history	s14	dup	WebSocket origin检查 — G5族	manual
429	14	sessions-history	s14	boundary	/tts read-aloud WhatsApp	manual
430	14	sessions-history	s14	boundary	desktop /new-session draft tabs	manual
431	14	sessions-history	s14	dup	stream-json user message echo修复 — protocol	manual
432	14	sessions-history	s14	boundary	cloud config跨IDE同步	manual
433	14	sessions-history	s14	dup	/add-dir持久化 — workspace dirs durable	manual
434	14	shell-tools	s14	boundary	agent: new terminal thread快捷键	manual
435	14	shell-tools	s14	dup	tool-name allowlists — tools_deny已实装	manual
436	14	shell-tools	s14	dup	models.json auth request时解析不缓存 — auth freshness	manual
437	14	shell-tools	s14	boundary	/api/v1/process PTY端点	manual
438	14	shell-tools	s14	dup	provider-scoped API key env overrides — auth profiles	manual
439	14	shell-tools	s14	dup	network中断后session stuck修复 — retry resilience	manual
440	14	shell-tools	s14	boundary	canvas terminal升级	manual
441	14	shell-tools	s14	boundary	xAI provider+sticky scroll(editor)	manual
442	14	skills-plugins	s14	dup	/learn技能蒸馏 — M110 workshop已实装(语义同源)	manual
443	14	skills-plugins	s14	boundary	ACPX plugin 0.1.15 pin	manual
444	14	skills-plugins	s14	variant	cost-aware prompt-cache warming(长工具运行期间)	manual
445	14	skills-plugins	s14	variant	terminate:true工具结果提前结束batch	manual
446	14	skills-plugins	s14	dup	~/.agents/plugins Hub管理 — compat dirs	manual
447	14	skills-plugins	s14	noise	legacy main agent dir helper移除	manual
448	14	skills-plugins	s14	dup	secret prep trace/skill usage分类/OTel — diagnostics	manual
449	14	skills-plugins	s14	boundary	llama.cpp web-app endpoint发现	manual
450	14	skills-plugins	s14	dup	plugin .mcp.json flat格式兼容 — mcp config	manual
451	14	skills-plugins	s14	boundary	plugin-sdk media provider test subpath	manual
452	14	skills-plugins	s14	boundary	ComfyUI media plugin	manual
453	14	skills-plugins	s14	variant	skill slash dispatch(/skill-name直调)	manual
454	14	skills-plugins	s14	variant	skill tool description三段截断	manual
455	14	skills-plugins	s14	dup	skill slash commands经skills tool不扩进消息 — dispatch hygiene	manual
456	14	skills-plugins	s14	noise	QIMEI36遥测参数	manual
457	14	skills-plugins	s14	dup	Agent Skills open format — skills已实装	manual
458	14	ui-ux	s14	boundary	tool授权keybindings(allow once/always/reject)	manual
459	14	ui-ux	s14	cand	hook-events: 登录成功notification hook event	manual
460	14	ui-ux	s14	boundary	cli vs tui默认界面选择	manual
461	14	ui-ux	s14	boundary	markdown preview样式	manual
462	14	ui-ux	s14	boundary	browser-local operator identity(头像)	manual
463	14	ui-ux	s14	boundary	project panel建目录UX	manual
464	14	ui-ux	s14	boundary	Workers page可视管理	manual
465	13	api-sdk	s13	dup	context_management experimental flag — context mgmt	manual
466	13	api-sdk	s13	boundary	Python SDK authenticate/logout	manual
467	13	approval-gate	s13	dup	workspace-local image paths media allowlist — attachments boundary	manual
468	13	approval-gate	s13	dup	/reset确认消息去auth-key标签 — scrub	manual
469	13	approval-gate	s13	boundary	/handoff到Cline Cloud	manual
470	13	approval-gate	s13	boundary	Telegram durable delivery/iMessage dedupe	manual
471	13	approval-gate	s13	dup	Telegram durable replies+SecretRef保留 — delivery	manual
472	13	approval-gate	s13	boundary	cloud sessions preview	manual
473	13	approval-gate	s13	dup	Codex approval模式不装pre-guardian钩 — guardian对齐	manual
474	13	approval-gate	s13	dup	token-mismatch reconnect loop封顶 — reconnect discipline	manual
475	13	approval-gate	s13	boundary	DM-first channel approvals	manual
476	13	approval-gate	s13	dup	sandbox下file tools统一走approval — file boundary	manual
477	13	approval-gate	s13	boundary	vi式确认菜单keybindings	manual
478	13	approval-gate	s13	dup	allow规则按源分trusted/untrusted层 — trust layering已实装	manual
479	13	approval-gate	s13	dup	HIGH危险命令bypass模式仍需确认 — hard floor(我方deny格)	manual
480	13	approval-gate	s13	dup	plan mode -p非交互exit hang修复 — noninteractive	manual
481	13	approval-gate	s13	dup	plugins.allow合并bundled capability ids — allowlist合并	manual
482	13	approval-gate	s13	variant	trust_model.multi_user_heuristic共享用户探测	manual
483	13	approval-gate	s13	boundary	"See new changes"按钮(editor)	manual
484	13	approval-gate	s13	boundary	iOS/APNs exec approval notifications	manual
485	13	attachments	s13	boundary	pi-ai image generation API	manual
486	13	attachments	s13	boundary	media结果经structured attachments投递	manual
487	13	attachments	s13	boundary	image generation API(重复发布)	manual
488	13	attachments	s13	boundary	Slack media失败filename fallback	manual
489	13	attachments	s13	dup	model图像能力自动检测 — capability gating已实装	manual
490	13	attachments	s13	boundary	screen selector共享屏幕	manual
491	13	attachments	s13	boundary	空格键语音输入TUI	manual
492	13	bugfix	s13	boundary	HTTP-DNS备用端点fallback(其基础设施)	manual
493	13	bugfix	s13	boundary	WhatsApp status reactions生命周期	manual
494	13	bugfix	s13	noise	daemon auto-update status误报修复	manual
495	13	bugfix	s13	dup	损坏persisted data file tree恢复 — torn state recovery	manual
496	13	bugfix	s13	dup	quarantine store抗主库损坏 — durable state已实装	manual
497	13	bugfix	s13	dup	stream-json错误输出不污染JSON流 — protocol hygiene	manual
498	13	cli-flags	s13	variant	custom headers注入built-in tool请求	manual
499	13	cli-flags	s13	variant	发送前context ratio检查(默认10%) — 与59同类	manual
500	13	cli-flags	s13	boundary	prewarm socket目录自定义	manual
501	13	cli-flags	s13	dup	--workspace+project gptme.toml — config layering	manual
502	13	cli-flags	s13	dup	pi.exec signal/timeout选项 — exec options	manual
503	13	git-pr-ci	s13	variant	按model定制tool别名呈现	manual
504	13	git-pr-ci	s13	boundary	Add to .git/info/exclude菜单	manual
505	13	git-pr-ci	s13	boundary	View History context菜单	manual
506	13	git-pr-ci	s13	boundary	Panel Layout切换菜单	manual
507	13	git-pr-ci	s13	boundary	diff viewer宽窄自动切布局	manual
508	13	git-pr-ci	s13	boundary	Windows Web UI git panel修复	manual
509	13	git-pr-ci	s13	cand	worktree: deep-link settings+git worktree管理	manual
510	13	git-pr-ci	s13	boundary	Windows Arm64 build/branch diff	manual
511	13	git-pr-ci	s13	boundary	diff viewer stacked layout	manual
512	13	integrations	s13	boundary	Feishu 429 rate-limit retry	manual
513	13	integrations	s13	boundary	canonical upload-file action统一	manual
514	13	mcp-tools	s13	dup	mid-stream transient provider error重试×3 — retry exists	manual
515	13	mcp-tools	s13	variant	PI_OAUTH_CALLBACK_HOST自定义回调host	manual
516	13	mcp-tools	s13	dup	OpenAI Codex OAuth共享login — auth profiles	manual
517	13	mcp-tools	s13	boundary	per-tab browser copilot+MCP Apps ticketed	manual
518	13	mcp-tools	s13	boundary	Model Auth status card	manual
519	13	mcp-tools	s13	dup	MCP大响应超token limit不中断 — C2已实装	manual
520	13	mcp-tools	s13	dup	models auth login合并默认model不覆盖 — config merge	manual
521	13	mcp-tools	s13	boundary	hermes proxy本地OpenAI-compatible端点	manual
522	13	mcp-tools	s13	dup	移除legacy oauth.json暴露路径 — auth hygiene	manual
523	13	mcp-tools	s13	cand	remote-mcp: Streamable HTTP transport集成	manual
524	13	mcp-tools	s13	cand	remote-mcp: mcp enable/disable子命令(--scope)	manual
525	13	memory-context	s13	dup	autoCompactWindow自定义baseline — compaction knob	manual
526	13	memory-context	s13	boundary	heap snapshot功能	manual
527	13	memory-context	s13	dup	AUTOCOMPACT_PCT_OVERRIDE env — compaction knob	manual
528	13	memory-context	s13	dup	streamed replies/A2A replies/tool delivery保留 — runtime reliability	manual
529	13	memory-context	s13	dup	live session locks+interrupted transcript恢复 — recovery	manual
530	13	memory-context	s13	dup	compaction reserve-token floor cap — compaction tuning	manual
531	13	memory-context	s13	dup	resolved workspace透传BTW/compaction/PDF — workspace plumbing	manual
532	13	memory-context	s13	boundary	BlueBubbles replyContextApiFallback	manual
533	13	memory-context	s13	boundary	Control UI sessions primary+context ring	manual
534	13	memory-context	s13	boundary	grok-composer-2.5-fast model	manual
535	13	memory-context	s13	cand	hook-events: session_before_compact/compact带reason context	manual
536	13	memory-context	s13	dup	Feishu /new /reset共享session-memory hook — hook parity	manual
537	13	memory-context	s13	dup	compaction/branch summary transient retry — compaction韧性	manual
538	13	memory-context	s13	dup	resolved workspace传入session-memory hooks — workspace plumbing	manual
539	13	memory-context	s13	boundary	Jules Memory for Repositories	manual
540	13	memory-context	s13	dup	长session OOM(unbounded growth)修复 — memory hygiene	manual
541	13	memory-context	s13	variant	auto memory注入移到首消息(位置优化)	manual
542	13	memory-context	s13	noise	watcher pressure/Baileys backend杂项	manual
543	13	memory-context	s13	boundary	llama.cpp runtime进provider plugin	manual
544	13	memory-context	s13	cand	state backup: sqlite create/list/verify/restore CLI	manual
545	13	memory-context	s13	boundary	大repo项目perf/memory优化	manual
546	13	memory-context	s13	dup	session_search去LLM提速 — session search exists	manual
547	13	models-routing	s13	dup	API key caching — credential cache	manual
548	13	models-routing	s13	dup	session write locks释放 fence reads — lease hygiene	manual
549	13	models-routing	s13	dup	provider-filtered model listing显式source plan — model catalog	manual
550	13	models-routing	s13	noise	OpenCode Zen models更新	manual
551	13	models-routing	s13	noise	Kimi-K2.5 model add	manual
552	13	models-routing	s13	noise	Gemini 3.0 Pro/Flash add	manual
553	13	models-routing	s13	boundary	onboarding web search provider选择+SecretRef	manual
554	13	models-routing	s13	boundary	OpenCode Go provider	manual
555	13	models-routing	s13	boundary	xAI image/tts/stt	manual
556	13	models-routing	s13	noise	Claude Opus 4.8/Fal/NVIDIA目录	manual
557	13	models-routing	s13	boundary	rainbow brackets/uv检测	manual
558	13	models-routing	s13	boundary	OS-specific settings/edit prediction延迟	manual
559	13	models-routing	s13	boundary	inline color preview/Vercel provider	manual
560	13	models-routing	s13	cand	pdf tool: 原生PDF分析(provider+extraction fallback)	manual
561	13	models-routing	s13	dup	--model {model}@{provider} — model flag	manual
562	13	orchestration	s13	dup	Bash built-in sub-agent — delegate exists	manual
563	13	orchestration	s13	dup	thinking-only/empty turn重试+hook去重 — turn integrity	manual
564	13	orchestration	s13	cand	delegate-params: AgentDefinition disallowedTools per-subagent	manual
565	13	orchestration	s13	cand	policy: per-group tool allow/deny跨channels	manual
566	13	orchestration	s13	dup	FORK_SUBAGENT禁用env(递归防爆) — delegate depth控制同族	manual
567	13	orchestration	s13	dup	sessions_spawn inline file attachment — delegate attachments	manual
568	13	orchestration	s13	variant	Skill context:fork独立sub-agent执行	manual
569	13	orchestration	s13	boundary	第三方model集成示例文档	manual
570	13	other	s13	dup	/debug+hermes debug share诊断工具 — diagnostics	manual
571	13	other	s13	cand	Create New Task工具(模型自主开新任务) — session spawn	manual
