idx	novelty	cluster	src	verdict	detail	pass
375	0.83	shell-tool	s5	annotated	N9 | 完成/待批准声音提醒（opt-in terminal be	prior
376	0.83	shell-tool	s5	annotated	输入 | 只有 bash 一个工具；v2 工具调用式/v1 文本围栏	prior
377	0.83	shell-tool	s5	annotated	执行 | shell 块 `confirm_ask`（y/A 全/S	prior
378	0.83	skills-plu	s5	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
379	0.83	skills-plu	s5	annotated	> `harnesses/goose.md`；MCP 是唯一工具总线（内	prior
380	0.83	skills-plu	s5	annotated	> `harnesses/goose.md`；MCP 是唯一工具总线（内	prior
381	0.83	bugfix	s4	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
382	0.83	models-rou	s4	annotated	- M89 会话导入 Claude Code/Codex/opencod	prior
383	0.83	other	s4	annotated	**坑核查清单**（代码级 verify 项，优先级高于新功能——全是各	prior
384	0.83	other	s4	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
385	0.83	shell-tool	s4	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
386	0.83	shell-tool	s4	annotated	执行 | shell 块 `confirm_ask`（y/A 全/S	prior
387	0.83	shell-tool	s4	boundary	terminal/web-shell UI	fill
388	0.83	shell-tool	s4	annotated	上下文 | 压缩保最近 30%+tool-response 专用预算	prior
389	0.83	attachment	s4	boundary	音视频媒体面（非图 descriptor 已覆盖）	fill
390	0.83	bugfix	s4	annotated	多渠道 IM/移动/Web/云托管 | 单桌面 app 形态；HTT	prior
391	0.83	bugfix	s4	annotated	执行 | reflection 回路（≤3 次：edit 解析失败/	prior
392	0.83	bugfix	s4	annotated	- provider-native web search 默认开、mid	prior
393	0.83	bugfix	s4	annotated	2. held-out recall eval 证明 semantic	prior
394	0.83	bugfix	s4	annotated	2. held-out recall eval 证明 semantic	prior
395	0.83	bugfix	s4	annotated	2. held-out recall eval 证明 semantic	prior
396	0.83	cli-flags	s4	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
397	0.83	cli-flags	s4	annotated	输入 | `#`引用族：#Code 符号(LSP)/#File/#F	prior
398	0.83	cli-flags	s4	annotated	平台 | IDE+CLI（ACP server）+Cloud | ⛔	prior
399	0.83	cli-flags	s4	annotated	协作 | **Crew**（开源常驻 gateway：session	prior
400	0.83	cli-flags	s4	annotated	平台 | IDE+CLI（ACP server）+Cloud | ⛔	prior
401	0.83	cli-flags	s4	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
402	0.83	cli-flags	s4	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
403	0.83	cli-flags	s4	annotated	输入 | Agent 面板 composer + inline ed	prior
404	0.83	git-pr-ci	s4	annotated	执行 | 沙箱 beta（写限 project+temp+依赖目录；	prior
405	0.83	git-pr-ci	s4	noise	上游 CI/release 内务	fill
406	0.83	i18n-l10n	s4	annotated	粘贴超长文本转附件 | Codex composer | paste	prior
407	0.83	mcp-tools	s4	annotated	- **终端铃（turn 完成/待批准提醒，opt-in）** → **	prior
408	0.83	models-rou	s4	annotated	模型 | LiteLLM 100+ provider+tenacit	prior
409	0.83	models-rou	s4	annotated	模型 | catwalk 目录（ETag+内嵌快照）+fantasy	prior
410	0.83	models-rou	s4	annotated	输入 | 交互/headless/ACP 三模式（headless	prior
411	0.83	models-rou	s4	annotated	provider 连接测试 | Cline `doctor` / 各	prior
412	0.83	orchestrat	s4	annotated	可见性 | 事件流全量可检视（event log=API）；观察截断	prior
413	0.83	other	s4	boundary	IDE/编辑器/营销面	fill
414	0.83	other	s4	boundary	IDE/编辑器/营销面	fill
415	0.83	other	s4	boundary	企业管理员控制面形态外	fill
416	0.83	other	s4	annotated	扩展 | microagents md（knowledge/repo	prior
417	0.83	other	s4	annotated	**缺口小结**: 可迁移 = **AskUserQuestion 结构	prior
418	0.83	other	s4	annotated	执行 | policy TOML 规则文件（扩展可带）+confir	prior
419	0.83	other	s4	annotated	2. held-out recall eval 证明 semantic	prior
420	0.83	other	s4	dup	IP 校验+safeFetch——M63/M66 egress/DNS 边界同型	fill
421	0.83	other	s4	annotated	2. held-out recall eval 证明 semantic	prior
422	0.83	other	s4	annotated	2. held-out recall eval 证明 semantic	prior
423	0.83	other	s4	boundary	上游自更新机制	fill
424	0.83	other	s4	annotated	协作 | `agent` 工具→task 子 agent（child	prior
425	0.83	other	s4	annotated	平台 | IDE+CLI（ACP server）+Cloud | ⛔	prior
426	0.83	other	s4	annotated	上下文 | `/compact`+自动压缩+`/context` 组	prior
427	0.83	other	s4	annotated	扩展 | **单 manifest 扩展包**（MCP/contex	prior
428	0.83	other	s4	annotated	协作 | architect 双模型管道（主模型规划→editor	prior
429	0.83	other	s4	boundary	IDE/编辑器/营销面	fill
430	0.83	other	s4	annotated	**出口**: export HTML；审计导出。无 PR/commit	prior
431	0.83	other	s4	annotated	输入 | slash 命令族（/clear /compact /co	prior
432	0.83	other	s4	boundary	IDE/编辑器/营销面	fill
433	0.83	other	s4	annotated	执行 | **每会话 Docker 容器** runtime（Fas	prior
434	0.83	perf	s4	annotated	2. held-out recall eval 证明 semantic	prior
435	0.83	remote-clo	s4	annotated	执行 | smart-approve profile=模型分类器门	prior
436	0.83	remote-clo	s4	annotated	## 8. Kiro（AWS · IDE + kiro-cli + We	prior
437	0.83	sessions-h	s4	annotated	协作 | EnterWorktree git worktree 隔离	prior
438	0.83	shell-tool	s4	boundary	terminal/web-shell UI	fill
439	0.83	shell-tool	s4	annotated	N9 | 完成/待批准声音提醒（opt-in terminal be	prior
440	0.83	shell-tool	s4	annotated	会话 | SQLite WAL+messages_fts(+**tr	prior
441	0.83	shell-tool	s4	boundary	terminal/web-shell UI	fill
442	0.83	skills-plu	s4	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
443	0.83	skills-plu	s4	annotated	> `harnesses/goose.md`；MCP 是唯一工具总线（内	prior
444	0.83	ui-ux	s4	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
445	0.83	ui-ux	s4	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
446	0.82	git-pr-ci	s7	annotated	协作 | EnterWorktree git worktree 隔离	prior
447	0.82	remote-clo	s7	annotated	协作 | **Agents Window** 多 agent 并行管	prior
448	0.82	skills-plu	s7	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
449	0.82	perf	s6	noise	上游性能内务	fill
450	0.82	scheduling	s6	annotated	- M135+ cron 动态调速+错过跳过+心跳唤醒策略（调度族最密复	prior
451	0.82	shell-tool	s6	annotated	N9 | 完成/待批准声音提醒（opt-in terminal be	prior
452	0.82	ui-ux	s6	annotated	automation 权限分 view/manage + creat	prior
453	0.82	bugfix	s5	annotated	- M56 per-feature 模型路由（zed×2+--weak-	prior
454	0.82	integratio	s5	annotated	Subscriptions（Slack 频道/PR watch 事件	prior
455	0.82	ui-ux	s5	annotated	TUI 全量显示 bash 命令 | 同构（bash 命令行可见）	prior
456	0.82	git-pr-ci	s4	annotated	工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d	prior
457	0.82	memory-con	s4	annotated	上下文 | 无——线性历史无压缩，溢出即死 | ✅ | 我方 com	prior
458	0.82	orchestrat	s4	annotated	> `harnesses/codearts-agent.md`；企业优先	prior
459	0.82	other	s4	annotated	上下文 | `/compact`+自动压缩+`/context` 组	prior
460	0.82	other	s4	annotated	执行 | Agent 模式可自发 task plan 求确认；SOL	prior
461	0.82	other	s4	annotated	输入 | slash 命令族（/clear /compact /co	prior
462	0.82	other	s4	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	prior
463	0.82	security-s	s4	boundary	editor 注入/依赖漏洞	fill
464	0.82	security-s	s4	boundary	editor 注入/依赖漏洞	fill
465	0.82	shell-tool	s4	annotated	N9 | 完成/待批准声音提醒（opt-in terminal be	prior
466	0.82	sandbox-ex	s7	annotated	**族 B：远程执行目标**（SSH/WSL/Docker，本窗口累计四	prior
467	0.81	cli-flags	s6	annotated	**扩展**: managed extensions 机制（manife	prior
468	0.81	perf	s6	annotated	扩展 | hooks（CC 兼容协议+exit2=block）+sk	prior
469	0.81	shell-tool	s5	annotated	> `harnesses/openhands.md`；事件溯源平台：Ev	prior
470	0.81	cli-flags	s6	annotated	**票仓修正**：编排族在本窗口累计 **6 票**（Cursor Pr	prior
471	0.80	git-pr-ci	s7	annotated	knowledge folder 需操作员确认才进库 | 同构（pr	prior
472	0.80	i18n-l10n	s7	annotated	**Cline**：Desktop/CLI/SDK 三轨迭代快但多为修复	prior
473	0.80	other	s7	annotated	输入 | Agent 面板 composer + inline ed	prior
474	0.80	other	s7	annotated	repo wiki 上传修复 | Repo Wiki 决策项佐证 |	prior
475	0.80	other	s7	annotated	2. held-out recall eval 证明 semantic	prior
476	0.80	other	s7	annotated	2. held-out recall eval 证明 semantic	prior
477	0.80	search-ind	s7	boundary	RAG/索引形态外	fill
478	0.80	ui-ux	s7	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
479	0.80	cli-flags	s6	boundary	editor/CLI 设置面	fill
480	0.80	attachment	s6	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	prior
481	0.80	attachment	s6	annotated	G7 OS 级沙箱 | WSL2 路线落地 | **已有** | `	prior
482	0.80	attachment	s6	annotated	18. 图片附件字节嗅探是否覆盖声明 MIME（zip 标 image）	prior
483	0.80	attachment	s6	annotated	18. 图片附件字节嗅探是否覆盖声明 MIME（zip 标 image）	prior
484	0.80	bugfix	s6	annotated	prompt history 200 帽 | **候选（薄）**：输	prior
485	0.80	cli-flags	s6	annotated	会话 | `codex resume/fork/queue/arch	prior
486	0.80	cli-flags	s6	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	prior
487	0.80	git-pr-ci	s6	annotated	协作 | Bugbot PR review 服务 | ⛔ | 无 S	prior
488	0.80	git-pr-ci	s6	annotated	2. held-out recall eval 证明 semantic	prior
489	0.80	git-pr-ci	s6	annotated	执行 | 沙箱 beta（写限 project+temp+依赖目录；	prior
490	0.80	models-rou	s6	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	prior
491	0.80	other	s6	annotated	2. held-out recall eval 证明 semantic	prior
492	0.80	other	s6	annotated	1. **跨会话存活的协调者实体**——今天 task 是信箱，背后是父	prior
493	0.80	other	s6	boundary	IDE/编辑器/营销面	fill
494	0.80	other	s6	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
495	0.80	other	s6	annotated	协作 | `cloud` 托管跑、app-server JSON-R	prior
496	0.80	perf	s6	annotated	执行 | **纯 TS tree-sitter-bash 解析危险命	prior
497	0.80	sessions-h	s6	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
498	0.80	shell-tool	s6	annotated	N9 | 完成/待批准声音提醒（opt-in terminal be	prior
499	0.80	shell-tool	s6	annotated	D5 | mode 粒度加深 | 自行排期 → **已落地** |	prior
500	0.80	shell-tool	s6	annotated	平台 | IDE+CLI（ACP server）+Cloud | ⛔	prior
501	0.80	shell-tool	s6	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	prior
502	0.80	ui-ux	s6	annotated	knowledge folder 需操作员确认才进库 | 同构（pr	prior
503	0.80	ui-ux	s6	annotated	协作 | agentRegistry（built-in codeba	prior
504	0.80	shell-tool	s5	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
505	0.80	shell-tool	s5	boundary	terminal/web-shell UI	fill
506	0.80	shell-tool	s5	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	prior
507	0.80	api-sdk	s5	annotated	**Cline**：Desktop/CLI/SDK 三轨迭代快但多为修复	prior
508	0.80	attachment	s5	annotated	M138 附件字节嗅探 | **落地**——inline 附件 ma	prior
509	0.80	bugfix	s5	annotated	长会话分页 | Codex/OpenCode 虚拟滚动 | UI 侧	prior
510	0.80	cli-flags	s5	annotated	可配置超时 | 同构（max_minutes/job timeout	prior
511	0.80	cli-flags	s5	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
512	0.80	cli-flags	s5	cand	command_aliases 命令别名（model-aliases 族延伸）	fill
513	0.80	git-pr-ci	s5	annotated	prompt history 200 帽 | **候选（薄）**：输	prior
514	0.80	git-pr-ci	s5	annotated	G7 OS 级沙箱 | WSL2 路线落地 | **已有** | `	prior
515	0.80	git-pr-ci	s5	annotated	G7 OS 级沙箱 | WSL2 路线落地 | **已有** | `	prior
516	0.80	git-pr-ci	s5	annotated	消息 hover 时间戳、图片点击全尺寸、文件路径可点进 Files	prior
517	0.80	git-pr-ci	s5	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
518	0.80	git-pr-ci	s5	annotated	上下文 | AGENTS.md（user-global+worksp	prior
519	0.80	mcp-tools	s5	annotated	开屏 | `kimi login`/`provider`/`doct	prior
520	0.80	memory-con	s5	annotated	G7 OS 级沙箱 | WSL2 路线落地 | **已有** | `	prior
521	0.80	models-rou	s5	annotated	模型 | LiteLLM 100+ provider+tenacit	prior
522	0.80	models-rou	s5	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	prior
523	0.80	models-rou	s5	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	prior
524	0.80	models-rou	s5	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
525	0.80	other	s5	annotated	M58 glob/路径穿越 | **已有**——自有文件面全限定（f	prior
526	0.80	other	s5	boundary	IDE/编辑器/营销面	fill
527	0.80	other	s5	annotated	执行 | reflection 回路（≤3 次：edit 解析失败/	prior
528	0.80	other	s5	annotated	N8 | ✅ 已有 | 附着按**当前模型** `input` 模态	prior
529	0.80	other	s5	annotated	2. held-out recall eval 证明 semantic	prior
530	0.80	other	s5	annotated	2. held-out recall eval 证明 semantic	prior
531	0.80	other	s5	annotated	2. held-out recall eval 证明 semantic	prior
532	0.80	other	s5	annotated	协作 | Bugbot PR review 服务 | ⛔ | 无 S	prior
533	0.80	other	s5	annotated	上下文 | memory_search/memory_get（FTS	prior
534	0.80	other	s5	annotated	执行 | Agent 模式可自发 task plan 求确认；SOL	prior
535	0.80	other	s5	boundary	IDE/编辑器/营销面	fill
536	0.80	other	s5	annotated	claude.ai skill/plugin 云同步、artifac	prior
537	0.80	other	s5	annotated	1. **跨会话存活的协调者实体**——今天 task 是信箱，背后是父	prior
538	0.80	other	s5	annotated	会话 | sessions list/resume/fork；IDE	prior
539	0.80	other	s5	annotated	Self-hosted machines / Team pools	prior
540	0.80	other	s5	annotated	粘贴超长文本转附件 | Codex composer | paste	prior
541	0.80	other	s5	annotated	陈旧任务对账 | Cline stale session 对账 |	prior
542	0.80	other	s5	annotated	**Codex**：releases 全是 alpha tag 无说明（	prior
543	0.80	other	s5	annotated	会话 | `codex resume/fork/queue/arch	prior
544	0.80	remote-clo	s5	annotated	**Claude Code 2.1.252→2.1.278**（~27	prior
545	0.80	search-ind	s5	annotated	会话 | sessions list/resume/fork；IDE	prior
546	0.80	sessions-h	s5	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
547	0.80	sessions-h	s5	annotated	执行 | reflection 回路（≤3 次：edit 解析失败/	prior
548	0.80	shell-tool	s5	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
549	0.80	shell-tool	s5	annotated	1. **跨会话存活的协调者实体**——今天 task 是信箱，背后是父	prior
550	0.80	shell-tool	s5	annotated	执行 | reflection 回路（≤3 次：edit 解析失败/	prior
551	0.80	shell-tool	s5	annotated	压缩后只读 summary 尾部（perf） | 变体（compac	prior
552	0.80	shell-tool	s5	boundary	terminal/web-shell UI	fill
553	0.80	skills-plu	s5	boundary	外部记忆服务（Mem0）扩展骨架——形态外集成	fill
554	0.80	skills-plu	s5	annotated	> `harnesses/goose.md`；MCP 是唯一工具总线（内	prior
555	0.80	ui-ux	s5	boundary	编辑器 UI	fill
556	0.80	ui-ux	s5	annotated	面 | 对方功能（身体层） | 我方 app 面 | 缺口/证据 |	prior
557	0.80	ui-ux	s5	annotated	协作 | `agent` 工具→task 子 agent（child	prior
558	0.80	other	s4	annotated	模型 | catwalk 目录（ETag+内嵌快照）+fantasy	prior
559	0.80	other	s4	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
560	0.80	other	s4	annotated	协作 | `cloud` 托管跑、app-server JSON-R	prior
561	0.80	shell-tool	s4	annotated	**缺口小结**: 对单机桌面形态不适用的占大头（IDE/云 fleet	prior
562	0.80	ui-ux	s4	annotated	通知历史抽屉 | PI-Desktop notification c	prior
563	0.80	api-sdk	s4	annotated	**Cline**：Desktop/CLI/SDK 三轨迭代快但多为修复	prior
564	0.80	attachment	s4	annotated	**缺口小结**: 形态外（云 VM/蓝图/集成面）占半；真实可迁移 =	prior
565	0.80	attachment	s4	boundary	音视频媒体面（非图 descriptor 已覆盖）	fill
566	0.80	bugfix	s4	noise	上游内部修复	fill
567	0.80	bugfix	s4	annotated	M109 选区"Add to chat" | **MISSING**	prior
568	0.80	bugfix	s4	annotated	可见性 | DiffViewProvider 逐改动批准；工具分组动	prior
569	0.80	bugfix	s4	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	prior
570	0.80	cli-flags	s4	annotated	5. grep/find 参数以 `-` 开头是否被当 flag	prior
571	0.80	cli-flags	s4	annotated	5. grep/find 参数以 `-` 开头是否被当 flag	prior
572	0.80	cli-flags	s4	annotated	输入 | `#`引用族：#Code 符号(LSP)/#File/#F	prior
573	0.80	cli-flags	s4	annotated	**缺口小结**: 形态外（云 VM/蓝图/集成面）占半；真实可迁移 =	prior
574	0.80	cli-flags	s4	annotated	执行 | 权限决定 Allow/Allow session or p	prior
575	0.80	cli-flags	s4	boundary	editor/CLI 设置面	fill
576	0.80	cli-flags	s4	annotated	**Cline**：Desktop/CLI/SDK 三轨迭代快但多为修复	prior
577	0.80	cli-flags	s4	annotated	5. grep/find 参数以 `-` 开头是否被当 flag	prior
578	0.80	git-pr-ci	s4	annotated	Help 菜单 About + Check for Updates	prior
579	0.80	git-pr-ci	s4	noise	上游 CI/release 内务	fill
580	0.80	git-pr-ci	s4	annotated	**Code Scans**：宽泛工程目标→调查→评估→PR | 编	prior
581	0.80	git-pr-ci	s4	annotated	**Projects**：常驻 coordinator + 千级 s	prior
582	0.80	git-pr-ci	s4	annotated	协作 | EnterWorktree git worktree 隔离	prior
583	0.80	git-pr-ci	s4	annotated	workflow 取消/恢复被拒时显示原因 | 同构（structu	prior
584	0.80	git-pr-ci	s4	annotated	协作 | EnterWorktree git worktree 隔离	prior
585	0.80	git-pr-ci	s4	annotated	**评审附带论证已固化**：①LLM judge 不照竞品抄（OpenH	prior
586	0.80	git-pr-ci	s4	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
